area,item,amount [t],absolute_losses [t],relative_losses,al/capita [kg]
Lao People's Democratic Republic,"Alcohol, Non-Food",46040.90439711061,-39040.16150803233,-1.0,-5.373248833660558
Malta,"Oilcrops, Other",3209.062350565755,-2754.3370210518665,-1.0,-5.40495299414607
Cambodia,Sugar (Raw Equivalent),511598.5640788699,-88149.91877461254,-0.20817145066381038,-5.409204970374376
Cuba,"Oilcrops Oil, Other",64214.02209407287,-61353.298431771436,-1.0,-5.425061289000551
Kiribati,"Pulses, Other and products",683.9264788333439,-683.9264788333439,-1.0,-5.4602292810990605
Democratic Republic of the Congo,Sunflowerseed Cake,506260.99346083193,-506174.33788079454,-1.0,-5.542138735467649
Vanuatu,Sunflowerseed Oil,1725.856826118262,-1725.856826118262,-1.0,-5.603940702785519
Switzerland,"Oilcrops Oil, Other",122066.89519820528,-48514.83696623967,-0.659598631668953,-5.637044782702572
Côte d'Ivoire,Cottonseed,419475.0185190506,-149475.01851905102,-0.5536111797001899,-5.645344188974829
Antigua and Barbuda,Soyabeans,522.2561633167953,-522.2561633167953,-1.0,-5.653530243640683
Chile,Sugar (Raw Equivalent),837409.0079224852,-108997.6284323819,-0.14963745968477538,-5.674983028431654
Kiribati,Rape and Mustardseed,714.7744960433025,-714.7744960433025,-1.0,-5.70650903783693
Belize,Beans,9865.434411892656,-2244.1875852552675,-0.29446462452987343,-5.718753561831448
United Kingdom,Sesame seed,393045.80441595503,-387993.2736806836,-1.0,-5.795167590051275
Solomon Islands,Sugar (Raw Equivalent),13420.86397829512,-3960.265600005736,-0.4186062489550275,-5.799213644232931
Botswana,"Beverages, Alcoholic",21073.503587375093,-14698.854416121154,-1.0,-5.824694116767334
